facdomain,facgroup,facsubgrp,factype,datasource,count_new,facdomain_old,facgroup_old,facsubgrp_old,factype_old,count_old,diff
,,,,,,"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,COURTHOUSES AND JUDICIAL,NEW YORK SOUTHERN PRETRIAL SERVICES,1,
,,,,,,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PARKS,REGIONAL PARK,10,
,,,,,,ADMINISTRATION OF GOVERNMENT,OTHER PROPERTY,MISCELLANEOUS USE,HEALTH FACILITY,5,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - CONSTRUCTION TRAINING,1,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,RECREATION CENTER/GYMNASIUM,1,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,WORKFORCE DEVELOPMENT,CARE WORK EXPERIENCE PROGRAM,2,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES","IMMIGRANT NDA PROGRAMS,IMMIGRATION SERVICES,IMMIGRANT SUPPORT SERVICES",9,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,"PREVENTATIVE CARE, EVALUATION SERVICES, AND RESPITE",INTENSIVE FAMILY PREVENTIVE SERVICES,5,
,,,,,,"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,DETENTION AND CORRECTIONAL,SECURE DETENTION FACILITY,4,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,FINANCIAL ASSISTANCE AND SOCIAL SERVICES,CHILD SUPPORT OFFICES,2,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,SPECIAL EDUCATION SCHOOL,28,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,"PREVENTATIVE CARE, EVALUATION SERVICES, AND RESPITE",GENERAL PREVENTIVE CARE,45,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - VACANT,60,
,,,,,,"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",EMERGENCY SERVICES,OTHER EMERGENCY SERVICES,AMBULANCE STATION,32,
,,,,,,LIBRARIES AND CULTURAL PROGRAMS,LIBRARIES,PUBLIC LIBRARIES,PUBLIC LIBRARIES,235,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,GROUP DAY CARE - PRESCHOOL,1308,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,"PREVENTATIVE CARE, EVALUATION SERVICES, AND RESPITE",HOMEMAKER SERVICES,1,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES","ADOLESCENT LITERACY READING & WRITING,NDA PROGRAMS,FAMILY LITERACY",4,
,,,,,,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,STADIUM,4,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES","IN-SCHOOL YOUTH EMPLOYMENT (ISY) AFTER-SCHOOL PROGRAMS,JOBS & INTERNSHIPS,YOUTH EMPLOYMENT",47,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - OTHER - JOBS PLUS,5,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,SENIOR SERVICES,NEIGHBORHOOD SENIOR CENTERS,224,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - OTHER - OFFICE SPACE,5,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,LEGAL AND INTERVENTION SERVICES,PARENT PLEDGE PROJECT,5,
,,,,,,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,BOTANICAL GARDEN,3,
,,,,,,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,820 RESIDENTIAL REINTEGRATION CHEMICAL DEPENDENCY,1,
,,,,,,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PRESERVES AND CONSERVATION AREAS,OPEN SPACE,5,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,LEGAL AND INTERVENTION SERVICES,"PATHWAY TO EXCELLENCE, ACHIEVEMENT AND KNOWLEDGE",2,
,,,,,,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PARKS,PARK,637,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,FINANCIAL ASSISTANCE AND SOCIAL SERVICES,MEDICAID OFFICES,3,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,ACADEMIC HIGH SCHOOL,33,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES","HEALTH STAT INITIATIVE FAMILY SUPPORT,NDA PROGRAMS",6,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - COMMUNITY/SENIOR,1,
,,,,,,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,RESIDENTIAL REHAB FOR YOUTH CHEMICAL DEPENDENCY,2,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,PERMANENT SUPPORTIVE SRO HOUSING,SUPPORTIVE HOUSING,145,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,WORKFORCE DEVELOPMENT,NYC COOL ROOFS PROGRAM,1,
,,,,,,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PRESERVES AND CONSERVATION AREAS,NATURAL AREA/WETLAND/WILDLIFE REFUGE,195,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - SENIOR CENTER,115,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,PROGRAMS FOR PEOPLE WITH DISABILITIES,ADULT PROTECTIVE SERVICES,6,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,LEGAL AND INTERVENTION SERVICES,TRIAL-LEVEL INDIGENT DEFENSE REPRESENTATION,4,
,,,,,,ADMINISTRATION OF GOVERNMENT,OTHER PROPERTY,MISCELLANEOUS USE,THEATER,2,
,,,,,,"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,DETENTION AND CORRECTIONAL,DETENTION FACILITY,1,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,ALTERNATIVE HIGH SCHOOL,2,
,,,,,,CORE INFRASTRUCTURE AND TRANSPORTATION,SOLID WASTE,SOLID WASTE PROCESSING,SOLID WASTE PROCESSING,1,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - OTHER - EDUCATION /LITERACY CENTER,1,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES","LEGAL SERVICES - IMMIGRANT YOUTH IMMIGRATION SERVICES,IMMIGRANT SUPPORT SERVICES",4,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,"PREVENTATIVE CARE, EVALUATION SERVICES, AND RESPITE",MENTAL HEALTH EVALUATION SERVICES,9,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - OTHER - STORAGE,1,
,,,,,,"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,DETENTION AND CORRECTIONAL,RESIDENTIAL TREATMENT FACILITY,1,
,,,,,,"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,DETENTION AND CORRECTIONAL,JAIL,4,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",HIGHER EDUCATION,COLLEGES OR UNIVERSITIES,COMMUNITY COLLEGE,12,
,,,,,,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",MALL/TRIANGLE/HIGHWAY STRIP/PARK STRIP,63,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES",BEACON AFTER-SCHOOL PROGRAMS,60,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE CENTER,8,
,,,,,,"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,COURTHOUSES AND JUDICIAL,UNITED STATES COURT OF INTERNATIONAL TRADE LIBRARIAN,1,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - UNKNOWN,1,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,LEGAL AND INTERVENTION SERVICES,COMMUNITY BASED PROGRAMS,5,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,EDUCATIONAL SKILLS CENTER,5,
,,,,,,HEALTH AND HUMAN SERVICES,HEALTH CARE,RESIDENTIAL HEALTH CARE,RESIDENTIAL HEALTH CARE,169,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,SENIOR SERVICES,INNOVATIVE SENIOR CENTERS,16,
,,,,,,"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,COURTHOUSES AND JUDICIAL,NEW YORK SOUTHERN DISTRICT COURT,1,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES","OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,SUMMER PROGRAM,SUMMER CAMP",201,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES","HEALTHY FAMILIES FAMILY SUPPORT,NDA PROGRAMS",41,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES",CORNERSTONE COMMUNITY CENTER PROGRAM,94,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES","MIDDLE SCHOOL YOUTH AFTER-SCHOOL PROGRAMS,NDA PROGRAMS,ADOLESCENT LITERACY,YOUTH EDUCATIONAL SUPPORT",33,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",HIGHER EDUCATION,COLLEGES OR UNIVERSITIES,COLLEGE/UNIVERSITY,7,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,LEGAL AND INTERVENTION SERVICES,FAMILY JUSTICE CENTER,15,
,,,,,,LIBRARIES AND CULTURAL PROGRAMS,LIBRARIES,PUBLIC LIBRARIES,BRANCH LIBRARY,19,
,,,,,,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,ACCESSORY PLAY AREA,16,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES",DROP-IN CENTER RUNAWAY & HOMELESS YOUTH,2,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,EARLY CHILDHOOD CENTER,17,
,,,,,,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",NEIGHBORHOOD SITTING AREA,2,
,,,,,,HEALTH AND HUMAN SERVICES,HEALTH CARE,HOSPITALS AND CLINICS,AMBULATORY HEALTH FACILITY,32,
,,,,,,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,MEDICAL MAINTENANCE CHEMICAL DEPENDENCY,2,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,INTERMEDIATE SCHOOL,29,
,,,,,,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,MED SUP WITHDRAWAL - INPATIENT CHEMICAL DEPENDENCY,9,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,LEGAL AND INTERVENTION SERVICES,ARCHES: A TRANSFORMATIVE MENTORING INTERVENTION,11,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,SENIOR SERVICES,CASE MANAGEMENT,26,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,394,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,ELEMENTARY SCHOOL,118,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,LEGAL AND INTERVENTION SERVICES,APPELLATE INDIGENT CRIMINAL DEFENSE,4,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - CHILD CARE - EARLY LEARN,69,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,GROUP DAY CARE - INFANTS/TODDLERS,253,
,,,,,,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,INDOOR POOL,1,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - OTHER - SOCIAL ADULT DAY CARE,1,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - OTHER - BATTERED WOMEN CENTER,1,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - OTHER - FAMILY/YOUTH PROGRAM,1,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - OTHER - CASE MANAGEMENT /REFERRAL SERVICES,1,
,,,,,,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SCREENING MENTAL HEALTH,7,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - FAMILY SERVICES,1,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES","HOUSING FAMILY SUPPORT,NDA PROGRAMS",27,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES","SUMMER YOUTH EMPLOYMENT  JOBS & INTERNSHIPS,YOUTH EMPLOYMENT",44,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - OTHER - FAMILY / TEEN PROGRAM,1,
,,,,,,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,GOLF COURSE,4,
,,,,,,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,ZOO/AQUARIUM,1,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - OTHER - MISCELLANEOUS,1,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES","FAMILY LITERACY READING & WRITING,NDA PROGRAMS,FAMILY LITERACY",14,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,"PREVENTATIVE CARE, EVALUATION SERVICES, AND RESPITE",RESPITE,6,
,,,,,,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,SPECIAL RECREATIONAL FACILITY - INDOOR,8,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES",TEEN ACTION PROGRAM AFTER-SCHOOL PROGRAMS,50,
,,,,,,CORE INFRASTRUCTURE AND TRANSPORTATION,SOLID WASTE,SOLID WASTE PROCESSING,MOBILE VEHICLE CRUSHERS,1,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - CHILD CARE - UPK 2014,5,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,"PREVENTATIVE CARE, EVALUATION SERVICES, AND RESPITE",SPECIALIZED TEEN PREVENTIVE SERVICES,11,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES","ADULT LITERACY READING & WRITING,NDA PROGRAMS,ENGLISH LANGUAGE PROGRAM,FAMILY LITERACY,ADULT BASIC EDUCATION,ABE/GED",13,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - OTHER - URBAN FARM,1,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,VOCATIONAL HIGH SCHOOL,2,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - SENIOR CENTER/ UNDER RENOVATION,1,
,,,,,,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,GAMBLING OUTPATIENT CHEMICAL DEPENDENCY,3,
,,,,,,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",SITTING AREA,12,
,,,,,,"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,COURTHOUSES AND JUDICIAL,SECOND CIRCUIT LIBRARIAN,2,
,,,,,,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,820 STABIL REHAB REINTEGRATION CHEMICAL DEPENDENCY,5,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC AND PRIVATE SPECIAL EDUCATION SCHOOLS,APPROVED PRIVATE SCHOOLS FOR STUDENTS WITH DISABILITIES,9,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - OCCUPED,1,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES",YOUNG ADULT INTERNSHIP PROGRAM JOBS & INTERNSHIPS,8,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - OTHER- SPORTS - BOXING PROGRAM,1,
,,,,,,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,820 STABIL AND REHAB CHEMICAL DEPENDENCY,4,
,,,,,,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,RECREATION CENTER/GYMNASIUM,2,
,,,,,,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,OUTPATIENT REHABILITATION CHEMICAL DEPENDENCY,9,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - OTHER - SPORTS PROGRAM,1,
,,,,,,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,BEACH,18,
,,,,,,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,PLAYGROUND/SPORTS AREA,390,
,,,,,,HEALTH AND HUMAN SERVICES,HEALTH CARE,HOSPITALS AND CLINICS,SCHOOL BASED HEALTH CLINIC,5,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,LEGAL AND INTERVENTION SERVICES,MEDIATION SERVICES,7,
,,,,,,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,INPATIENT REHABILITATION CHEMICAL DEPENDENCY,12,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES","SUMMER YOUTH EMPLOYMENT JOBS & INTERNSHIPS,YOUTH EMPLOYMENT",1,
,,,,,,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,OUTPATIENT CLINIC CHEMICAL DEPENDENCY,152,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - PERFORMING ARTS - CENTER,1,
,,,,,,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,SPECIAL RECREATIONAL FACILITY - OUTDOOR,7,
,,,,,,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,MUSEUMS,MUSEUM/GALLERY,18,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES","SENIORS NDA PROGRAMS,SENIOR PROGRAMS,OLDER ADULT PROGRAM",41,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES","OUT-OF-SCHOOL YOUTH EMPLOYMENT (OSY) AFTER-SCHOOL PROGRAMS,JOBS & INTERNSHIPS,YOUTH EMPLOYMENT",15,
,,,,,,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,OPIOID OUTPATIENT TREATMENT CHEMICAL DEPENDENCY,61,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC AND PRIVATE SPECIAL EDUCATION SCHOOLS,INTERIM PLACEMENT FACILITIES FOR STUDENTS WITH DISABILITIES,7,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES","ADULT LITERACY READING & WRITING,NDA PROGRAMS,ENGLISH LANGUAGE PROGRAM,ESOL,FAMILY LITERACY",37,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - OTHER - RELIGIOUS CENTER,1,
,,,,,,"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,COURTHOUSES AND JUDICIAL,"FEDERAL DEFENDERS OF NEW YORK, INC.",2,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,"PREVENTATIVE CARE, EVALUATION SERVICES, AND RESPITE",FAMILY ASSESSMENT PROGRAM,6,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES",YOUTH PROGRAM,749,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),NON-PUBLIC K-12 SCHOOLS,SCHOOL - NON-PUBLIC,59,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,PRESCHOOLS FOR STUDENTS WITH DISABILITIES,PRE-SCHOOL EVALUATION PROVIDERS FOR  STUDENTS WITH DISABILITIES,8,
,,,,,,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,"TENNIS COURT, BASKETBALL COURT, ETC",7,
